artist_name,artist_id,album_id,album_type,album_images,album_release_date,album_release_year,album_release_date_precision,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_id,analysis_url,time_signature,artists,available_markets,disc_number,duration_ms,explicit,track_href,track_name,preview_link,track_number,type,track_uri,is_local,external_urls.spotify,album_name,key_name,mode_name,key_mode
The National,2cCUtGK9sDU2EoElnk0GNB,5Mc6uebYtKnRc5I7bjlNB6,album,,2023-04-28,2023,day,0.622,0.572,7,-10.274,1,0.0592,0.739,0.0316,0.114,0.193,96.994,5HjovA5JOU4SrNxotF3i1d,https://api.spotify.com/v1/audio-analysis/5HjovA5JOU4SrNxotF3i1d,4,,,1,256866,FALSE,https://api.spotify.com/v1/tracks/5HjovA5JOU4SrNxotF3i1d,Ice Machines,https://p.scdn.co/mp3-preview/9bb5c1bafc92da96ed63dad0ff924e64d780a5e4?cid=795c1ae4c405408080ee97f999b44cc2,9,track,spotify:track:5HjovA5JOU4SrNxotF3i1d,FALSE,https://open.spotify.com/track/5HjovA5JOU4SrNxotF3i1d,First Two Pages of Frankenstein,G,major,G major
The National,2cCUtGK9sDU2EoElnk0GNB,5Mc6uebYtKnRc5I7bjlNB6,album,,2023-04-28,2023,day,0.204,0.452,0,-9.784,1,0.0355,0.867,0.0934,0.111,0.362,77.708,0hMqlU7TLbX2HaYmwHPquP,https://api.spotify.com/v1/audio-analysis/0hMqlU7TLbX2HaYmwHPquP,4,,,1,264320,FALSE,https://api.spotify.com/v1/tracks/0hMqlU7TLbX2HaYmwHPquP,Your Mind Is Not Your Friend (feat. Phoebe Bridgers),https://p.scdn.co/mp3-preview/7f82cbdbb563fe64c1ed72bc8f73153bd2446337?cid=795c1ae4c405408080ee97f999b44cc2,10,track,spotify:track:0hMqlU7TLbX2HaYmwHPquP,FALSE,https://open.spotify.com/track/0hMqlU7TLbX2HaYmwHPquP,First Two Pages of Frankenstein,C,major,C major
The National,2cCUtGK9sDU2EoElnk0GNB,5Mc6uebYtKnRc5I7bjlNB6,album,,2023-04-28,2023,day,0.59,0.338,0,-11.347,1,0.0288,0.731,0.448,0.0916,0.301,62.006,4Eu8A8slqHySKSh10wgR49,https://api.spotify.com/v1/audio-analysis/4Eu8A8slqHySKSh10wgR49,4,,,1,254546,FALSE,https://api.spotify.com/v1/tracks/4Eu8A8slqHySKSh10wgR49,Send For Me,https://p.scdn.co/mp3-preview/eb770f6df5693eb5142277cb418028d4f8af7a54?cid=795c1ae4c405408080ee97f999b44cc2,11,track,spotify:track:4Eu8A8slqHySKSh10wgR49,FALSE,https://open.spotify.com/track/4Eu8A8slqHySKSh10wgR49,First Two Pages of Frankenstein,C,major,C major
The National,2cCUtGK9sDU2EoElnk0GNB,0Obu2vGpwwsdLo9UIDPyQL,album,,2019-12-24,2019,day,0.544,0.514,9,-13.652,1,0.0416,0.106,0.858,0.965,0.342,99.641,35gDrP7qmcv8YDjKwc19P5,https://api.spotify.com/v1/audio-analysis/35gDrP7qmcv8YDjKwc19P5,4,,,1,312006,FALSE,https://api.spotify.com/v1/tracks/35gDrP7qmcv8YDjKwc19P5,Nobody Else Will Be There - Live at Berkeley 9/24/18,https://p.scdn.co/mp3-preview/4826d70a86bc9f6652d56098a55091e06cab0360?cid=795c1ae4c405408080ee97f999b44cc2,1,track,spotify:track:35gDrP7qmcv8YDjKwc19P5,FALSE,https://open.spotify.com/track/35gDrP7qmcv8YDjKwc19P5,Juicy Sonic Magic (Live in Berkeley September 24-25 2018),A,major,A major
The National,2cCUtGK9sDU2EoElnk0GNB,0Obu2vGpwwsdLo9UIDPyQL,album,,2019-12-24,2019,day,0.429,0.751,1,-12.217,1,0.0645,0.0335,0.669,0.897,0.327,114.031,2qtwiBxJnLeOGBac6rjnvs,https://api.spotify.com/v1/audio-analysis/2qtwiBxJnLeOGBac6rjnvs,4,,,1,257415,FALSE,https://api.spotify.com/v1/tracks/2qtwiBxJnLeOGBac6rjnvs,The System Only Dreams in Total Darkness - Live at Berkeley 9/24/18,https://p.scdn.co/mp3-preview/f13394296ecf078197177c97e1f63a7050ae46cb?cid=795c1ae4c405408080ee97f999b44cc2,2,track,spotify:track:2qtwiBxJnLeOGBac6rjnvs,FALSE,https://open.spotify.com/track/2qtwiBxJnLeOGBac6rjnvs,Juicy Sonic Magic (Live in Berkeley September 24-25 2018),C#,major,C# major
The National,2cCUtGK9sDU2EoElnk0GNB,0Obu2vGpwwsdLo9UIDPyQL,album,,2019-12-24,2019,day,0.578,0.385,6,-14.585,0,0.0362,0.0154,0.622,0.92,0.172,126.716,48nlallfQIA6KMOqlwGehP,https://api.spotify.com/v1/audio-analysis/48nlallfQIA6KMOqlwGehP,4,,,1,365737,FALSE,https://api.spotify.com/v1/tracks/48nlallfQIA6KMOqlwGehP,Walk It Back - Live at Berkeley 9/24/18,https://p.scdn.co/mp3-preview/f96d5f7e4d885e3532f8971156c1a24dad32a2e6?cid=795c1ae4c405408080ee97f999b44cc2,3,track,spotify:track:48nlallfQIA6KMOqlwGehP,FALSE,https://open.spotify.com/track/48nlallfQIA6KMOqlwGehP,Juicy Sonic Magic (Live in Berkeley September 24-25 2018),F#,minor,F# minor
The National,2cCUtGK9sDU2EoElnk0GNB,0Obu2vGpwwsdLo9UIDPyQL,album,,2019-12-24,2019,day,0.41,0.681,11,-11.946,0,0.061,0.00295,0.762,0.563,0.351,140.314,5JOD2hYjRf9jIMC2xBZBG6,https://api.spotify.com/v1/audio-analysis/5JOD2hYjRf9jIMC2xBZBG6,4,,,1,384058,FALSE,https://api.spotify.com/v1/tracks/5JOD2hYjRf9jIMC2xBZBG6,Guilty Party - Live at Berkeley 9/24/18,https://p.scdn.co/mp3-preview/458984040b3e0253f6dc1c6093d50141f2e3ac71?cid=795c1ae4c405408080ee97f999b44cc2,4,track,spotify:track:5JOD2hYjRf9jIMC2xBZBG6,FALSE,https://open.spotify.com/track/5JOD2hYjRf9jIMC2xBZBG6,Juicy Sonic Magic (Live in Berkeley September 24-25 2018),B,minor,B minor
The National,2cCUtGK9sDU2EoElnk0GNB,0Obu2vGpwwsdLo9UIDPyQL,album,,2019-12-24,2019,day,0.224,0.633,5,-11.359,1,0.0767,0.0168,0.372,0.587,0.326,87.312,5QItlftQfFqLYNCAYxrZxN,https://api.spotify.com/v1/audio-analysis/5QItlftQfFqLYNCAYxrZxN,4,,,1,332149,FALSE,https://api.spotify.com/v1/tracks/5QItlftQfFqLYNCAYxrZxN,Don't Swallow the Cap - Live at Berkeley 9/24/18,https://p.scdn.co/mp3-preview/4bbf4973520bc12fb37dcbde629e3391316dcc0d?cid=795c1ae4c405408080ee97f999b44cc2,5,track,spotify:track:5QItlftQfFqLYNCAYxrZxN,FALSE,https://open.spotify.com/track/5QItlftQfFqLYNCAYxrZxN,Juicy Sonic Magic (Live in Berkeley September 24-25 2018),F,major,F major
The National,2cCUtGK9sDU2EoElnk0GNB,0Obu2vGpwwsdLo9UIDPyQL,album,,2019-12-24,2019,day,0.247,0.544,2,-13.181,1,0.0576,0.0116,0.673,0.755,0.07,106.062,6OhVT605J8dvXURaNCOgOw,https://api.spotify.com/v1/audio-analysis/6OhVT605J8dvXURaNCOgOw,5,,,1,403083,FALSE,https://api.spotify.com/v1/tracks/6OhVT605J8dvXURaNCOgOw,Bloodbuzz Ohio - Live at Berkeley 9/24/18,https://p.scdn.co/mp3-preview/062642ffb1b4ed2ccfe12b49c215b703b9ee31f7?cid=795c1ae4c405408080ee97f999b44cc2,6,track,spotify:track:6OhVT605J8dvXURaNCOgOw,FALSE,https://open.spotify.com/track/6OhVT605J8dvXURaNCOgOw,Juicy Sonic Magic (Live in Berkeley September 24-25 2018),D,major,D major
The National,2cCUtGK9sDU2EoElnk0GNB,0Obu2vGpwwsdLo9UIDPyQL,album,,2019-12-24,2019,day,0.365,0.443,0,-16.276,0,0.147,0.0219,3.7e-4,0.422,0.214,123.442,7AF9LGQvbaOEmoBEq7eZJC,https://api.spotify.com/v1/audio-analysis/7AF9LGQvbaOEmoBEq7eZJC,4,,,1,296475,FALSE,https://api.spotify.com/v1/tracks/7AF9LGQvbaOEmoBEq7eZJC,I Need My Girl - Live at Berkeley 9/24/18,https://p.scdn.co/mp3-preview/bfe9dc04f04d9fb5ea80e3b813d49ddc1d069aff?cid=795c1ae4c405408080ee97f999b44cc2,7,track,spotify:track:7AF9LGQvbaOEmoBEq7eZJC,FALSE,https://open.spotify.com/track/7AF9LGQvbaOEmoBEq7eZJC,Juicy Sonic Magic (Live in Berkeley September 24-25 2018),C,minor,C minor
The National,2cCUtGK9sDU2EoElnk0GNB,0Obu2vGpwwsdLo9UIDPyQL,album,,2019-12-24,2019,day,0.432,0.249,2,-18.974,1,0.0557,0.131,0.304,0.407,0.132,73.469,5dCem4RwGzh7dGGI6mtFmt,https://api.spotify.com/v1/audio-analysis/5dCem4RwGzh7dGGI6mtFmt,4,,,1,258992,FALSE,https://api.spotify.com/v1/tracks/5dCem4RwGzh7dGGI6mtFmt,Green Gloves - Live at Berkeley 9/24/18,https://p.scdn.co/mp3-preview/1aa4776b93da9ceaff3903623fa45fc0e5177a05?cid=795c1ae4c405408080ee97f999b44cc2,8,track,spotify:track:5dCem4RwGzh7dGGI6mtFmt,FALSE,https://open.spotify.com/track/5dCem4RwGzh7dGGI6mtFmt,Juicy Sonic Magic (Live in Berkeley September 24-25 2018),D,major,D major
The National,2cCUtGK9sDU2EoElnk0GNB,0Obu2vGpwwsdLo9UIDPyQL,album,,2019-12-24,2019,day,0.523,0.559,11,-14.232,0,0.0829,0.0122,0.726,0.976,0.171,85.593,6gr8gFitiK7m9NH4EbEmjA,https://api.spotify.com/v1/audio-analysis/6gr8gFitiK7m9NH4EbEmjA,4,,,1,262678,FALSE,https://api.spotify.com/v1/tracks/6gr8gFitiK7m9NH4EbEmjA,Brainy - Live at Berkeley 9/24/18,https://p.scdn.co/mp3-preview/95dbadf4b03328fc203ae2b3d09b565e6d6dd19f?cid=795c1ae4c405408080ee97f999b44cc2,9,track,spotify:track:6gr8gFitiK7m9NH4EbEmjA,FALSE,https://open.spotify.com/track/6gr8gFitiK7m9NH4EbEmjA,Juicy Sonic Magic (Live in Berkeley September 24-25 2018),B,minor,B minor
The National,2cCUtGK9sDU2EoElnk0GNB,0Obu2vGpwwsdLo9UIDPyQL,album,,2019-12-24,2019,day,0.306,0.546,4,-13.4,1,0.0415,0.00165,0.566,0.473,0.283,150.307,59qKasLoQqnX4FIEPwN2d9,https://api.spotify.com/v1/audio-analysis/59qKasLoQqnX4FIEPwN2d9,4,,,1,260144,FALSE,https://api.spotify.com/v1/tracks/59qKasLoQqnX4FIEPwN2d9,Slow Show - Live at Berkeley 9/24/18,https://p.scdn.co/mp3-preview/a76cd5a4496dc3e1e30d5dba14a03c9586138c6b?cid=795c1ae4c405408080ee97f999b44cc2,10,track,spotify:track:59qKasLoQqnX4FIEPwN2d9,FALSE,https://open.spotify.com/track/59qKasLoQqnX4FIEPwN2d9,Juicy Sonic Magic (Live in Berkeley September 24-25 2018),E,major,E major
